local_name,address,gmap_id,latitude,longitude,category,avg_rating,num_of_reviews,apto_sillas_de_ruedas,atmosfera_agradable,apto_grupos_grandes,solo_efectivo,state,City
BOHO Miami,"BOHO Miami, 111 NE 20th St, Miami, FL 33137",0x88d9b7203d0e4953:0x388058590ddc1d6,25.7958276,-80.1924866,Restaurant,4.1,88,1,1,1,0,FL,Miami
Catracho,"Catracho, 1252 NW 29th St, Miami, FL 33142",0x88d9b6cc8deea0f5:0x9d9cd86d21ea41b2,25.803233199999998,-80.21651059999999,Fast food restaurant,4.2,8,0,1,0,0,FL,Miami
Donna Mare Trattoria,"Donna Mare Trattoria, 3921 Collins Ave, Miami, FL 33140",0x88d9b36866500001:0x68e7dd7d02e3ecde,25.811864,-80.12299399999999,"Italian restaurant, Bar, Pizza restaurant, Restaurant, Wine bar",4.2,228,1,1,1,0,FL,Miami
Jamba Greenery Mall,"Jamba Greenery Mall, 7704 N Kendall Dr, Miami, FL 33156",0x88d9c7a7394417a1:0x980b802beb4baa3b,25.688043999999998,-80.31997,"Juice shop, Restaurant",4.2,107,1,1,1,0,FL,Miami
Nicaraguita's Tortillas & Fritanga,"Nicaraguita's Tortillas & Fritanga, 10310 W Flagler St, Miami, FL 33174",0x88d9b92a7fc7c5d1:0xcc2810e685b8065b,25.7680662,-80.3642784,"Nicaraguan restaurant, Caterer, Market, Restaurant",4.2,35,1,1,1,0,FL,Miami
Deli Antojitos,"Deli Antojitos, 272 NE 1st St, Miami, FL 33132",0x88d9b69e6dbcfc51:0xf632dd1d14178c2b,25.7751797,-80.1889127,"Colombian restaurant, Fast food restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant, Sandwich shop",4.2,38,1,1,1,0,FL,Miami
Amarilis Cafe Shop,"Amarilis Cafe Shop, 3501 NW 17th Ave, Miami, FL 33142",0x88d9b12daab29fe9:0xdb01d4b3fdfa50f8,25.808716,-80.22372109999999,"Dominican restaurant, Restaurant",4.2,228,1,1,1,0,FL,Miami
Cafe Ruyi,"Cafe Ruyi, 2201 NW 95th St, Miami, FL 33147",0x88d9b0530dd5c039:0x355716bc559cbb10,25.861234999999997,-80.234411,"Chinese restaurant, Restaurant",4.2,238,1,1,1,0,FL,Miami
Ceviche Peru,"Ceviche Peru, 666 167st north miami, Miami, FL 33162",0x88d9add89bb7ed51:0xea91725af1663f3e,25.928453599999997,-80.1867773,Peruvian restaurant,4.2,111,1,1,1,0,FL,Miami
Runway Cafe/Lime,"Runway Cafe/Lime, 380 NE 59th St, Miami, FL 33137",0x88d9e84adc75bc1f:0xd5b45d6f4974f1,25.8296544,-80.1886181,Bar & grill,4.2,73,1,1,1,0,FL,Miami
Chimi El Tigre,"Chimi El Tigre, 6795 SW 40th St, Miami, FL 33155",0x88d92941fdc880b5:0xbef5fb2af0f28ad1,25.733689,-80.3044879,"Dominican restaurant, Hamburger restaurant",4.3,114,0,1,1,0,FL,Miami
Pilo's Tequila Garden,"Pilo's Tequila Garden, 158 NW 24th St, Miami, FL 33127",0x88d9b74278e90063:0xc321f3dc07e124a9,25.7996853,-80.1979458,"Bar, Mexican restaurant, Taco restaurant",4.3,98,1,1,1,0,FL,Miami
Maam's Jamaican Restaurant,"Maam's Jamaican Restaurant, 1514 NE 205th St, Miami, FL 33179",0x88d9ac3dc0bf1135:0x9480f659278a3b0f,25.964317599999998,-80.1719543,"Jamaican restaurant, Restaurant",4.3,283,1,1,1,0,FL,Miami
The Wagyu Bar,"The Wagyu Bar, 2257 Coral Way, Miami, FL 33145",0x88d9b701aa2b9eeb:0x4401e2702b625fdd,25.7507976,-80.2313824,Restaurant,4.3,68,1,1,1,0,FL,Miami
Candela Gastrobar,"Candela Gastrobar, 900 S Miami Ave #180, Miami, FL 33130",0x88d9b6847a6b3907:0xec019e706b9dc64f,25.7652195,-80.1935252,"Latin American restaurant, Bar & grill, Fusion restaurant, Karaoke, Live music bar, Lounge, Night club",4.3,88,1,1,1,0,FL,Miami
Restaute Atlacall,"Restaute Atlacall, 3199 SW 8th St, Miami, FL 33135",0x88d9b70917e66f61:0x2a746053ef181aba,25.7650443,-80.2468378,Restaurant,4.4,8,1,1,1,0,FL,Miami
Plate,"Plate, 2105 Coral Way, Miami, FL 33145",0x88d9b653aac3966f:0xf71a3e91b1d22ab,25.7508286,-80.22851949999999,"Health food restaurant, Delivery Restaurant",4.4,87,1,1,0,0,FL,Miami
Don Toston,"Don Toston, 2234 NW 17th Ave, Miami, FL 33142",0x88d9b6d1a6be343d:0x5ff1d4a16f0e8ab9,25.798177499999998,-80.2235252,Cuban restaurant,4.4,283,1,1,1,0,FL,Miami
Shelter Restaurant - Miami,"Shelter Restaurant - Miami, 10 NE 27th St, Miami, FL 33137",0x88d9b6aceef6dacd:0xb7e64832df363f2a,25.8024801,-80.1944075,Restaurant,4.4,28,1,1,1,0,FL,Miami
ChiFa,"ChiFa, 55 NW 25th St, Miami, FL 33127",0x88d9b7c4d73d6ad3:0x3003410a2b15fda6,25.801023599999997,-80.19604869999999,Restaurant,4.4,8,1,1,1,0,FL,Miami
Delicias De Tocoa,"Delicias De Tocoa, 2303 NW 7th St, Miami, FL 33125",0x88d9b71305048775:0x5c7c400acf2c82d9,25.7799431,-80.23357519999999,Honduran restaurant,4.4,68,1,1,1,0,FL,Miami
Elia Cafe at Pinecrest,"Elia Cafe at Pinecrest, 5855 SW 111th St, Miami, FL 33156",0x88d9c7408e575d9d:0x94ef06c973f0246e,25.669193999999997,-80.2867931,"Restaurant, Cafe",4.4,105,1,1,1,0,FL,Miami
Ojo de Agua Brickell,"Ojo de Agua Brickell, 851 S Miami Ave, Miami, FL 33131",0x88d9b7f1f87833c7:0x69a595bcb337c1a2,25.7656438,-80.1930496,Mexican restaurant,4.4,34,1,1,1,0,FL,Miami
Isabelle’s Grill Room and Garden,"Isabelle’s Grill Room and Garden, 3300 SW 27th Ave, Miami, FL 33133",0x88d9b7cea9f96f81:0x480c5ff6793d9d26,25.730403499999998,-80.2377477,Restaurant,4.4,48,1,1,1,0,FL,Miami
Sagra Pizza Bar,"Sagra Pizza Bar, 11052 Biscayne Blvd, Miami, FL 33161",0x88d9b34beb55e24d:0x73b714408ad4b712,25.8773703,-80.16865159999999,Restaurant,4.4,138,1,1,1,0,FL,Miami
Blaze Pizza,"Blaze Pizza, 12305 SW 137th Ave Suite 306, Miami, FL 33186",0x88d9c18b2c00a1db:0xbee4c0bb85ac1b1a,25.653875,-80.41523,"Pizza restaurant, Family restaurant, Pizza Takeout",4.4,308,1,1,1,0,FL,Miami
La Playa De Miami,"La Playa De Miami, abril, Miami, FL 33131",0x88d9b68141925947:0x26c885dffc9ec0da,25.7617577,-80.1917363,Mexican restaurant,4.4,18,1,1,1,0,FL,Miami
Yogurt Life,"Yogurt Life, 7795 W Flagler St, Miami, FL 33144",0x88d9b9076c29f53d:0x56653d83f360ba31,25.773618499999998,-80.3223125,Restaurant,4.4,8,1,1,1,0,FL,Miami
Bolay,"Bolay, 8746 Mills Dr, Miami, FL 33183",0x88d9c1c0abde14e3:0x9bcde475a1d7d354,25.6869297,-80.3864487,American restaurant,4.4,58,1,1,1,0,FL,Miami
SUMO88,"SUMO88, 10471 N Kendall Dr SUITE B-104, Miami, FL 33176",0x88d9c73752de5cf7:0x7e557da5e4ff191d,25.6875155,-80.3631461,"Sushi restaurant, Asian restaurant, Japanese restaurant, Ramen restaurant, Udon noodle restaurant",4.5,38,1,1,0,0,FL,Miami
Southern Style Kitchen & Grill,"Southern Style Kitchen & Grill, 6781 NW 27th Ave suite c, Miami, FL 33147",0x88d9b0260571e1bf:0xe5704b4b3a387e76,25.8360015,-80.24109159999999,Soul food restaurant,4.5,133,1,1,1,0,FL,Miami
The Burger Shop & Deli,"The Burger Shop & Deli, 12953 Biscayne Blvd, Miami, FL 33181",0x88d9b31b6cd7277b:0xffdf115b1b53d77d,25.895305999999998,-80.1614324,Restaurant,4.5,6,1,1,0,0,FL,Miami
Cane A Sucre Downtown Gourmet Sandwich Bar,"Cane A Sucre Downtown Gourmet Sandwich Bar, 21 NW Miami Ct, Miami, FL 33128",0x88d9b69bddd17c4b:0xb7933ccda6624238,25.774527199999998,-80.1945607,"French restaurant, Catering food and drink supplier",4.5,98,1,1,1,0,FL,Miami
Wessel's Tropical BarBQ,"Wessel's Tropical BarBQ, 5825 NE 2nd Ave, Miami, FL 33137",0x88d9b160c140e255:0xcd248b5c8d79fc6e,25.829000399999998,-80.19196699999999,Seafood restaurant,4.5,8,1,1,1,0,FL,Miami
Rancho Bejucal,"Rancho Bejucal, 14701 SW 199th Ave, Miami, FL 33196",0x88d9e965f8c2fa47:0x490e3fd3f45a6540,25.626260499999997,-80.51563519999999,Cuban restaurant,4.6,28,1,1,1,0,FL,Miami
Cafe Villa Clara of Kendall,"Cafe Villa Clara of Kendall, 10523 SW 109th Ct, Miami, FL 33176",0x88d9c1291340f2d3:0xb001534869611fac,25.6712685,-80.3724766,Cuban restaurant,4.6,225,1,1,1,0,FL,Miami
Dimitrios Cuisine,"Dimitrios Cuisine, 1416 Brickell Ave, Miami, FL 33131",0x88d9b722cfe0bab5:0x2fd54c6d8bcc9e37,25.7601195,-80.1926032,Mediterranean restaurant,4.6,110,1,1,1,0,FL,Miami
Rinconcito Restaurant & Cafe II,"Rinconcito Restaurant & Cafe II, 13921 SW 143rd Ct, Miami, FL 33186",0x88d9c1dbb9753555:0xf599fdc9d58f371b,25.6381277,-80.42543979999999,Cuban restaurant,4.6,20,1,1,1,0,FL,Miami
Mazzat Lebanese Cuisine,"Mazzat Lebanese Cuisine, 514 NE 167th St, Miami, FL 33162",0x88d9af57f826e53b:0x28df547aad02bd6d,25.9281036,-80.1898386,Lebanese restaurant,4.6,85,1,1,1,0,FL,Miami
GALVEZ B SEAFOOD TEKA OUT,"GALVEZ B SEAFOOD TEKA OUT, 17490 SW 104th Ave, Miami, FL 33157",0x88d9c507d47cd637:0xef6cc657564857c5,25.606767899999998,-80.3612757,Restaurant,4.6,46,1,1,0,0,FL,Miami
DAEK THAI EATERY,"DAEK THAI EATERY, 3470 N Miami Ave, Miami, FL 33127",0x88d9b1fcff099e21:0x7059c67d5d667eea,25.8094803,-80.1955583,"Thai restaurant, Asian restaurant, Sushi restaurant, Sushi takeaway",4.6,48,1,1,1,0,FL,Miami
Fire Pizza Miami,"Fire Pizza Miami, 10546 SW 8th St, Miami, FL 33174",0x88d9bf83b74caf8f:0x97acd55ff6fdbc62,25.760706199999998,-80.3667157,Pizza restaurant,4.6,18,1,1,1,0,FL,Miami
Puroast Coffee,"Puroast Coffee, 632 S Miami Ave, Miami, FL 33130",0x88d9b684a38b4001:0x1cc33025c603f5b3,25.767696299999997,-80.19345849999999,"Coffee shop, Bistro, Breakfast restaurant, Cafe, Coffee roasters, Coffee store, Coffee wholesaler, Lunch restaurant",4.6,278,1,1,1,0,FL,Miami
Kaori Sushi Express,"Kaori Sushi Express, 100 Biscayne Blvd #116, Miami, FL 33131",0x88d9b69df81bb50f:0x723a67dcc7ffc52f,25.772777599999998,-80.1877052,"Sushi restaurant, Japanese restaurant",4.6,38,1,1,0,0,FL,Miami
Fierro Argentine Grill,"Fierro Argentine Grill, 6420 Bird Rd Unit 2, Miami, FL 33155",0x88d9b94ab32d5eb7:0xad15b3122fc21f7d,25.7332802,-80.2991361,"Argentinian restaurant, BBQ area, Ice cream shop, Sandwich shop, Steak house",4.6,107,1,1,1,0,FL,Miami
Foodies LLC,"Foodies LLC, 1371 NE Miami Ct, Miami, FL 33132",0x88d9b7f152878139:0x8c35183d7ddcabf,25.787978499999998,-80.1932011,Restaurant,4.7,63,1,1,1,0,FL,Miami
Wings N Jerk,"Wings N Jerk, 10519 SW 109th Ct, Miami, FL 33176",0x88d9c1cafa572bc3:0xce766ed6eeffdc9,25.6711702,-80.3723898,Restaurant,4.7,33,1,1,0,0,FL,Miami
Nutrition MIA,"Nutrition MIA, 8764 SW 131st St, Miami, FL 33176",0x88d9c70a9e0a6d3d:0xa76988f26d37d2f2,25.6482207,-80.33567359999999,"Juice shop, Health food restaurant",4.7,35,1,1,1,0,FL,Miami
Caribbean Flavor,"Caribbean Flavor, 21315 NW 2nd Ave, Miami, FL 33169",0x88d9aebe5ed4a72d:0x5a1afd7242e60c6e,25.9708307,-80.2050062,Restaurant,4.7,4,0,1,1,0,FL,Miami
Pho tastic,"Pho tastic, 16772 SW 88th St, Miami, FL 33196",0x88d9eb30602db23f:0x88c8bb45ab35f82e,25.6824747,-80.4636676,Restaurant,4.8,88,1,1,1,0,FL,Miami
Kusa Peruvian Fusion,"Kusa Peruvian Fusion, 20200 SW 147th Ave, Miami, FL 33187",0x88d9c3649454bd19:0x2f96fde3ddc413fd,25.5785286,-80.4299198,Restaurant,4.8,5,1,1,0,0,FL,Miami
Borsalino miami,"Borsalino miami, 119 SE 1st Ave, Miami, FL 33131",0x88d9b70024f2a465:0xdcafdb6f63eb029e,25.7729257,-80.19174389999999,Restaurant,4.8,78,1,1,1,0,FL,Miami
The Blues Burgers,"The Blues Burgers, 7255 NE 4th Ave # 111, Miami, FL 33138",0x88d9b158f0d2448b:0x326e365616f27346,25.842039399999997,-80.1891136,Restaurant,4.8,85,1,1,1,0,FL,Miami
Chick'nCone Wynwood,"Chick'nCone Wynwood, 2039 NW 1st Pl, Miami, FL 33127",0x88d9b7d0695d8ba3:0x8457ad47e01b4163,25.7963816,-80.1982725,Fast food restaurant,4.8,80,1,1,1,0,FL,Miami
La Gozadera Brickell,"La Gozadera Brickell, 141 SW 7th St, Miami, FL 33130",0x88d9b685202bc869:0x78429ce0ac763deb,25.767523999999998,-80.196033,"Bar & grill, Pizza delivery, Pizza restaurant, Pizza Takeout, Restaurant",4.8,6,1,1,1,0,FL,Miami
Faraon Restaurant,"Faraon Restaurant, 7369 NW 36th St, Miami, FL 33166",0x88d9b9b8e5488937:0xb5378721dfd3764f,25.810318,-80.3160667,Restaurant,4.9,150,1,1,1,0,FL,Miami
Con Sabor Maracucho,"Con Sabor Maracucho, 5500 NW 74th Ave, Miami, FL 33166",0x88d9bb97c71607dd:0x594f26818cf90ad,25.823788099999998,-80.3182157,Restaurant,4.9,67,1,1,1,0,FL,Miami
KUFFO,"KUFFO, 14433 Country Walk Dr, Miami, FL 33186",0x88d9c33e20cbced9:0x618c7b954d7b85c2,25.630147299999997,-80.4268929,Asian fusion restaurant,5.0,138,1,1,0,0,FL,Miami
Shell,"Shell, 13595 SW 137th Ave, Miami, FL 33186",0x88d9c18315ebe597:0x31af714f82ce7019,25.6414173,-80.4143919,"Gas station, ATM, Convenience store, Restaurant",2.5,35,1,0,0,0,FL,Miami
Imlee,"Imlee, 12663 S Dixie Hwy, Miami, FL 33156",0x88d9c6f2564b2aa7:0x5849b648ff7a8cbe,25.6521243,-80.32847459999999,"Indian restaurant, Restaurant",2.5,28,0,0,0,0,FL,Miami
El Cacique Corner,"El Cacique Corner, 100 W Flagler St, Miami, FL 33130",0x88d9b69a32394c6f:0xdf36441a263e49c8,25.773971,-80.1961214,Cuban restaurant,3.1,48,0,0,0,0,FL,Miami
Domino's Pizza,"Domino's Pizza, 8737 SW 24th St, Miami, FL 33165",0x88d9b8ec3ada7771:0x259fdd72fc6b7d3c,25.748972199999997,-80.3367347,"Pizza delivery, Delivery Restaurant, Takeout Restaurant, Pizza restaurant, Pizza Takeout",3.2,298,1,0,0,0,FL,Miami
Benny's Seafood Restaurant,"Benny's Seafood Restaurant, 295 NW 82nd Ave, Miami, FL 33126",0x88d9bf357cfa8833:0xf7cc94291ceca96a,25.7731608,-80.3281956,"Seafood restaurant, Restaurant",3.5,46,0,0,0,0,FL,Miami
Eat Greek Souvlaki,"Eat Greek Souvlaki, 30 SW 8th St, Miami, FL 33130",0x88d9b6848923876f:0x4e60f581f8b72d9b,25.7659736,-80.19393579999999,"Greek restaurant, Restaurant",3.7,18,0,0,0,0,FL,Miami
CHOTU,"CHOTU, 3252 NE 1st Ave #111, Miami, FL 33137",0x88d9b16fc1454483:0xca03415a14560876,25.807181099999998,-80.1932745,"Modern Indian restaurant, Restaurant",3.8,68,0,0,0,0,FL,Miami
Mario the Baker Pizza,"Mario the Baker Pizza, 43 W Flagler St, Miami, FL 33130",0x88d9b6aaee391b1d:0x63e1b6a6888b3275,25.7745559,-80.19453949999999,"Pizza delivery, Chicken restaurant, Delivery Restaurant, Takeout Restaurant, Pizza restaurant, Restaurant, Sandwich shop",3.8,28,0,0,0,0,FL,Miami
Sushi Maki (Brickell),"Sushi Maki (Brickell), 1036 S Miami Ave, Miami, FL 33130",0x88d9b6840b4ca0f5:0xaa5882990432de8e,25.763834199999998,-80.1933456,"Japanese restaurant, Asian restaurant, Seafood restaurant, Southeast Asian restaurant, Sushi restaurant",3.8,68,0,0,0,0,FL,Miami
Akashi Japanese Restaurant,"Akashi Japanese Restaurant, 3444 Main Hwy, Miami, FL 33133",0x88d9b7c56534c233:0xa63246cf850ebbf2,25.727297399999998,-80.2433119,"Japanese restaurant, Restaurant, Sushi restaurant",3.8,66,0,0,0,0,FL,Miami
Food Court,"Food Court, 147 Biscayne Blvd, Miami, FL 33132",0x88d9b420598b9a3f:0xff7ce7a1cf7ad7d7,25.7773927,-80.18551459999999,Restaurant,3.9,138,0,0,0,0,FL,Miami
15th & Vine Kitchen and Bar,"15th & Vine Kitchen and Bar, 485 Brickell Ave, Miami, FL 33131",0x88d9b69d32673105:0x50b7e4ccfdcb59e8,25.7687042,-80.1889997,"New American restaurant, American restaurant, Asian restaurant, Bar, Italian restaurant, Latin American restaurant, Restaurant",3.9,38,1,0,0,0,FL,Miami
PITA STOP,"PITA STOP, 860 NE 79th St, Miami, FL 33138",0x88d9b3d5256fac2b:0xeee81c8bd9620ed3,25.8477396,-80.1788576,Restaurant,4.0,18,1,0,0,0,FL,Miami
Subway,"Subway, 11506 Quail Roost Dr, Miami, FL 33157",0x88d9c39af294fac1:0x69cdd30045a30481,25.5917383,-80.3794604,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",4.1,118,0,0,0,0,FL,Miami
Frida Luna Mexican Grill,"Frida Luna Mexican Grill, 10990 Biscayne Blvd #12, Miami, FL 33161",0x88d9b2144779f2eb:0x17d7310dfe27cca0,25.8760662,-80.16960139999999,Mexican restaurant,4.1,58,0,0,0,0,FL,Miami
Tango's Pizza,"Tango's Pizza, 13035 SW 112th St, Miami, FL 33186",0x88d9c108e12027ad:0x482826afe796c01a,25.6648057,-80.40745509999999,"Italian restaurant, Pizza restaurant",4.1,74,1,0,0,0,FL,Miami
Royal Buffet and Grill,"Royal Buffet and Grill, 11379 SW 40th St, Miami, FL 33165",0x88d9bf5aede42855:0x61411dfe585d8a73,25.7337633,-80.3790343,Buffet restaurant,4.1,427,0,0,0,0,FL,Miami
Jimmy John's,"Jimmy John's, 10524 SW 8th St, Miami, FL 33174",0x88d9bf2cc7ceadc1:0x6cc9a7cddd21530c,25.760929299999997,-80.36661529999999,"Sandwich shop, Caterer, Fast food restaurant, Delivery Restaurant, Takeout Restaurant",4.2,75,1,0,0,0,FL,Miami
Le Provençal Restaurant,"Le Provençal Restaurant, 266 Miracle Mile, Miami, FL 33134",0x88d9b7908592f92d:0x5ce58552fb0f7f56,25.7491381,-80.2601052,"French restaurant, Mediterranean restaurant",4.2,78,1,0,1,0,FL,Miami
Blaze Tex-Mex BBQ,"Blaze Tex-Mex BBQ, 2520 NE 186th St, Miami, FL 33180",0x88d9ac53d739dd7b:0xe9661e3e5723344f,25.9470872,-80.1506558,Kosher restaurant,4.2,58,0,0,0,0,FL,Miami
TACARÍA,"TACARÍA, 860 NE 79th St, Miami, FL 33138",0x88d9b3d2e37a15a7:0xe14bc18a2cf3d6e6,25.847766399999998,-80.17892239999999,"Mexican restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant, Taco restaurant",4.2,98,1,0,1,1,FL,Miami
Healthy Xpress - Healthy Meal Delivery Miami,"Healthy Xpress - Healthy Meal Delivery Miami, 6404 NW 82nd Ave, Miami, FL 33166",0x88d9bbc8d94460b5:0xb3c358391cfb765e,25.8320834,-80.33035629999999,"Delivery Restaurant, Health food restaurant, Health food store, Takeout Restaurant, Salad shop, Weight loss service",4.2,45,1,0,0,0,FL,Miami
Carvel,"Carvel, 13071 N Kendall Dr, Miami, FL 33186",0x88d9c0fa4abbee0f:0x40e2a1f960bea3fd,25.6869472,-80.4036158,"Ice cream shop, Bakery, Cake shop, Dessert restaurant, Dessert shop",4.2,67,1,0,0,0,FL,Miami
Los Dos Chef,"Los Dos Chef, 5301 NW 7th St, Miami, FL 33126",0x88d9b9dbd7f2c9dd:0x6a51347968f3260d,25.7784113,-80.2823916,Cuban restaurant,4.2,88,1,0,1,0,FL,Miami
Margherita Pizza Beer and Wine,"Margherita Pizza Beer and Wine, 234 NE 3rd St, Miami, FL 33132",0x88d9b69e51f0281b:0xf04a48250ddbdac3,25.777077499999997,-80.18968939999999,Pizza restaurant,4.2,158,0,0,0,0,FL,Miami
Peter Piper Pizza,"Peter Piper Pizza, 3749 NW 7th St, Miami, FL 33126",0x88d9b70059bcf6db:0x601a222fd8b3bfab,25.779270999999998,-80.2574247,"Pizza restaurant, Restaurant, Video arcade",4.2,118,1,0,0,0,FL,Miami
Chunky Subs,"Chunky Subs, 12932 SW 120th St, Miami, FL 33186",0x88d9c10b7b540187:0xd9a3e60d581cba60,25.656283799999997,-80.4051989,Fast food restaurant,4.3,47,0,0,0,0,FL,Miami
Downtown Bistro - French Restaurant & Bistro in Downtown Miami,"Downtown Bistro - French Restaurant & Bistro in Downtown Miami, 114 SE 1st St, Miami, FL 33131",0x88d9b69c3d095ff1:0xce5963c4d5854ad7,25.773220499999997,-80.1912928,"French restaurant, Bar, Modern French restaurant, Restaurant",4.3,25,0,0,0,0,FL,Miami
Siam Square Sushi Thai,"Siam Square Sushi Thai, 54 NW 167th St, Miami, FL 33169",0x88d9ae6e80a87f47:0xcf5628a1c7093658,25.9277397,-80.2013997,"Asian restaurant, Japanese restaurant, Southeast Asian restaurant, Sushi restaurant, Thai restaurant",4.3,368,1,0,0,0,FL,Miami
Zona Inka Restaurant,"Zona Inka Restaurant, 11238 SW 137th Ave, Miami, FL 33186",0x88d9c1a41d2bae1d:0x60834435c193d104,25.6629844,-80.4171827,Peruvian restaurant,4.3,68,0,0,0,0,FL,Miami
Royal Bavarian Schnitzel Haus,"Royal Bavarian Schnitzel Haus, 1085 NE 79th St, Miami, FL 33138",0x88d9b3cd3f274101:0x64335c60e4e3065e,25.8482952,-80.17479929999999,"German restaurant, Bar, Restaurant",4.3,144,0,0,0,0,FL,Miami
China Star,"China Star, 9640 SW 24th St, Miami, FL 33165",0x88d9b8c6e02ce9e1:0xb34d4d90b817a595,25.746685,-80.350038,Chinese restaurant,4.4,53,0,0,0,0,FL,Miami
Zoo Miami Catering,"Zoo Miami Catering, 12400 SW 152nd St, Miami, FL 33177",0x88d9c3df1fd5e6c1:0x76f771d15bca0f18,25.626272099999998,-80.3916639,"American restaurant, Caterer",4.4,74,0,0,0,0,FL,Miami
Quesos La Pradera,"Quesos La Pradera, 1375 NW 97th Ave, Miami, FL 33172",0x88d9b9399b96eafd:0x5fa83e0817195255,25.7864839,-80.35238249999999,"Cheese shop, Manufacturer, Venezuelan restaurant",4.4,92,1,0,0,0,FL,Miami
Ristorante Terramia,"Ristorante Terramia, 4770 Biscayne Blvd, Miami, FL 33137",0x88d9b1588f2bffef:0x95af1fa886dbc6c1,25.818584899999998,-80.1882669,"Italian restaurant, Latin American restaurant, Pizza delivery, Pizza restaurant, Restaurant",4.4,64,1,0,1,0,FL,Miami
Auntie Anne's,"Auntie Anne's, 401 Biscayne Blvd, Miami, FL 33132",0x88d9b4206c3f2185:0x500b0e6ba1018e1e,25.779219899999998,-80.1865475,"Pretzel store, Bakery, Cafe, Restaurant",4.4,13,1,0,0,0,FL,Miami
El Compadre Restaurant,"El Compadre Restaurant, 3174 NW 7th St, Miami, FL 33125",0x88d9b71b9e39d3ab:0x6f174555487204ac,25.7790338,-80.24721799999999,Salvadoran restaurant,4.5,58,1,0,0,0,FL,Miami
Onyx Restaurant,"Onyx Restaurant, 486 NE 167th St, Miami, FL 33162",0x88d9ae76f40d4ae1:0x31963ff29205eaf9,25.928039899999998,-80.1905712,Haitian restaurant,4.5,85,1,0,0,0,FL,Miami
Bakery Antojitos Colombianos,"Bakery Antojitos Colombianos, 12161 SW 152nd St, Miami, FL 33177",0x88d9c3c682fe8a01:0x34f123db79ec201e,25.6270976,-80.3897594,Restaurant,4.5,46,0,0,0,0,FL,Miami
Golden Greek Souvlaki,"Golden Greek Souvlaki, 1060 Brickell Ave, Miami, FL 33131",0x88d9b7233b237783:0x60114e708225f22,25.763213999999998,-80.19220399999999,Greek restaurant,4.6,28,0,0,0,0,FL,Miami
Sabores La Nona,"Sabores La Nona, 18106 W Dixie Hwy, Miami, FL 33160",0x88d9ac5341e9e9ab:0xea8dcd378aaac995,25.942829,-80.149571,"Vegan restaurant, Fresh food market, Gluten-free restaurant, Health food store, Vegetarian cafe and deli",4.6,128,1,0,0,0,FL,Miami
134 LATIN FOOD,"134 LATIN FOOD, 13401 SW 184th St, Miami, FL 33177",0x88d9c3b2b806fc0f:0xc0a1f5f8b1ce8401,25.597046199999998,-80.4096347,"Food court, Lunch restaurant",4.6,67,1,0,0,0,FL,Miami
El Rincon Bequisqueya,"El Rincon Bequisqueya, 1396 NW 36th St, Miami, FL 33142",0x88d9b13242989a6d:0x3ba81738934513cb,25.809491299999998,-80.219591,Dominican restaurant,4.6,18,0,0,0,0,FL,Miami
Vayla's Gourmet Shaved Ice,"Vayla's Gourmet Shaved Ice, 8888 SW 136th St, Miami, FL 33176",0x88d9c125ee240483:0xacd04f0345972971,25.644775799999998,-80.3395877,"Dessert shop, Gluten-free restaurant, Vegan restaurant",4.7,57,1,0,0,0,FL,Miami
Gaucho Ranch,"Gaucho Ranch, 7201 NE 4th Ave Loft 101, Miami, FL 33138",0x88d9b17cf6f5598f:0x6be9bb66a9a6bfd6,25.8406423,-80.18865819999999,"Meat products, Gourmet grocery store, Grill store, Natural goods store",4.7,28,1,0,0,0,FL,Miami
Gelato-go Downtown,"Gelato-go Downtown, 360 SE 1st St, Miami, FL 33131",0x88d9b69df7579deb:0x78cb955d4f4b9ecc,25.773203799999997,-80.18799779999999,"Ice cream shop, Breakfast restaurant, Coffee shop, Dessert shop, Italian restaurant",4.8,16,1,0,0,0,FL,Miami
Fuji Hana,"Fuji Hana, 11768 SW 88th St, Miami, FL 33186",0x88d9c16f1fccdf09:0x4eeba37f97b62ab7,25.68573,-80.3862065,Restaurant,4.8,66,0,0,0,0,FL,Miami
Subway Restaurants,"Subway Restaurants, 5749 A Bird Rd, Miami, FL 33155",0x88d9b81a02727839:0x5432619e06d009cf,25.7349092,-80.28745529999999,"Sandwich shop, Caterer, Fast food restaurant, Hoagie restaurant, Restaurant",4.8,14,1,0,0,0,FL,Miami
Bakers N' Grillers,"Bakers N' Grillers, 5706 W Flagler St, Miami, FL 33144",0x88d9b9ce18a309c9:0x875821397797a775,25.77055,-80.2884612,"Breakfast restaurant, Bakery",5.0,8,0,0,0,0,FL,Miami
Fiesta Palace Ballroom,"Fiesta Palace Ballroom, 155 SW 107th Ave, Miami, FL 33174",0x88d9bf5bb4c44593:0x3cbb9b0e507a9331,25.766963,-80.368488,Restaurant,2.5,2,1,1,1,0,FL,Miami
Strictly Wings,"Strictly Wings, 18318 NW 7th Ave, Miami, FL 33169",0x88d9af9df2fdf61f:0x3d72b84858b8864e,25.9428515,-80.2158733,Chicken wings restaurant,2.8,33,1,1,0,0,FL,Miami
